Security Code,Security Id,Security Name
523712,JMGCORP,JMG CORPORATION LTD.
523716,ASHIANA,ASHIANA HOUSING LTD.-$
523722,SVAMSOF,SVAM SOFTWARE LTD.
523732,ECOBOAR,ECOBOARD INDUSTRIES LTD.
523736,DVL,Dhunseri Ventures Ltd-$
523752,IOSYSTEM,IO SYSTEM LTD.
523754,MAHEPC,Mahindra EPC Irrigation Ltd
523756,SREINFRA,SREI INFRASTRUCTURE FINANCE LTD.
523782,MITSHI,Mitshi India Ltd
523790,SHUKJEW,SHUKRA JEWELLERS LTD.
523792,MAZDALTD,MAZDA LTD.-$
523796,VICEROY,VICEROY HOTELS LTD.
523826,SOVERDIA,SOVEREIGN DIAMONDS LTD.
523828,MENONBE,MENON BEARINGS LTD.-$
523832,MUKATPIP,MUKAT PIPES LTD.-$
523836,GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.
523838,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.
523840,INNOVTEC,INNOVATIVE TECH PACK LTD.
523842,SUPTANERY,Super Tannery Limited
523844,INVICTA,INVICTA MEDITEK LTD.
523850,AXTEL,AXTEL INDUSTRIES LTD.
523862,PIFL,Pacheli Industrial Finance Ltd
523874,PRECISION,PRECISION CONTAINEURS LTD.
523888,VRWODAR,V R WOODART LTD.
523896,APIL,Avi Products India Ltd
524000,MAGMA,MAGMA FINCORP LTD.
524013,HINFLUR,HINDUSTAN FLUOROCARBONS LTD.
524019,KINGFA,Kingfa Science & Technology (India) Ltd-$
524031,PATIDAR,Patidar Buildcon Limited
524037,RAMAPHO,RAMA PHOSPHATES LTD.
524038,VENLONENT,VENLON ENTERPRISES LTD.
524051,POLYPLEX*,POLYPLEX CORPORATION LTD.
524075,ALBERTDA,ALBERT DAVID LTD.-$
524080,HARLETH,HARYANA LEATHER CHEMICALS LTD.
524091,ACRYSIL,ACRYSIL LTD.
524109,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.
524129,VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.
524136,PCCOSMA,PEE CEE COSMA SOPE LTD.
524156,TCMLMTD,TCM LTD.
524164,IOLCP,IOL CHEMICALS & PHARMACEUTICALS LTD.
524174,KESARPE,KESAR PETROPRODUCTS LTD.
524200,VINATIORGA,VINATI ORGANICS LTD.-$
524202,LACTOSE,LACTOSE (INDIA) LTD.
524208,AARTIIND,AARTI INDUSTRIES LTD.
524210,PNTKYOR,PENTOKEY ORGANY (INDIA) LTD.
524212,WANBURY,WANBURY LTD.
524218,RESONANCE,RESONANCE SPECIALTIES LTD.-$
524226,GAEL,GUJARAT AMBUJA EXPORTS LTD.
524230,RCF,RASHTRIYA CHEMICALS & FERTILIZERS LTD.
524280,KOPRAN,KOPRAN LTD.
524288,AIMCOPEST,AIMCO PESTICIDES LTD.
524314,GUJTERC,GUJARAT TERCE LABORATORIES LTD.
524324,SEYAIND,SEYA INDUSTRIES LTD.
524330,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.
524332,BCLIL,BCL Industries Ltd-$
524336,SHHARICH,SHREE HARI CHEMICALS EXPORT LTD.
524342,INDOBORAX,INDO BORAX & CHEMICALS LTD.-$
524348,AARTIDRUGS,AARTI DRUGS LTD.
524370,BODALCHEM,BODAL CHEMICALS LTD.
524394,VIMTALABS,VIMTA LABS LTD.-$
524396,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.
524400,ISHITADR,ISHITA DRUGS & INDUSTRIES LTD.
524404,MARKSANS,MARKSANS PHARMA LTD.
524408,UNIVSTAR,UNIVERSAL STARCH-CHEM ALLIED LTD.
524412,AREYDRG,AAREY DRUGS & PHARMACEUTICALS LTD.
524414,NORRIS,NORRIS MEDICINES LTD.
524434,ASINPET,ASIAN PETROPRODUCTS & EXPORTS LTD.
524440,CAMEXLTD,CAMEX LTD.
524444,KAVITIND,Kavit Industries Limited
524458,INDOEURO,INDO EURO INDCHEM LTD.
524470,SYNCOMF,SYNCOM FORMULATIONS (INDIA) LTD.-$
524480,RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD.-$
524488,SVCIND,SVC INDUSTRIES Ltd
524494,IPCALAB,IPCA LABORATORIES LTD.
524500,KILITCH,KILITCH DRUGS (INDIA) LTD.
524502,RAAJMEDI,RAAJ MEDISAFE INDIA LTD.
524506,CORALAB,CORAL LABORATORIES LTD.
524514,TULASEEBIOE,TULASEE BIO-ETHANOL LTD.
524516,BACPHAR,BACIL PHARMA LTD.
524518,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$
524520,KMCSHIL,KMC SPECIALITY HOSPITALS (INDIA) LTD.
524522,LAFFANSQ,LAFFANS PETROCHEMICALS LTD.-$
524534,BHASKAGR,BHASKAR AGROCHEMICALS LTD.
524542,SUKHJITS,SUKHJIT STARCH & CHEMICALS LTD.-$
524558,NEULANDLAB,NEULAND LABORATORIES LTD.
524564,GAYATRIBI,GAYATRI BIOORGANICS LTD.
524570,PODARPIGQ,PODDAR PIGMENTS LTD.-$
524576,VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.
524580,PRIYALT,PRIYA LTD.-$
524582,TIRUSTA,TIRUPATI STARCH & CHEMICALS LTD.
524592,JDORGOCHEM,JD ORGOCHEM LTD.
524594,ASHOKALC,ASHOK ALCO-CHEM LTD.
524598,AKSCHEM,AKSHARCHEM (INDIA) LTD.-$
524604,KAMRLAB,KAMRON LABORATORIES LTD.
524606,BERLDRG,BERYL DRUGS LTD.
524614,INDXTRA,IEL Ltd
524624,GAGAN,GAGAN GASES LTD.
524628,PARKERAC,PARKER AGROCHEM EXPORTS LTD.-$
524632,SHUKRAPHAR,Shukra Pharmaceuticals Ltd
524634,ALUFLUOR,ALUFLUORIDE LTD.
524648,INDOAMIN,INDO AMINES LTD.-$
524652,INDSWFTLTD,IND-SWIFT LTD.
524654,NATCAPSUQ,NATURAL CAPSULES LTD.
524661,WELCURE,WELCURE DRUGS & PHARMACEUTICALS LTD.
524663,BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$
524667,SOTL,SAVITA OIL TECHNOLOGIES LTD.
524669,HESTERBIO,HESTER BIOSCIENCES LTD.
524675,KABSON,KABSONS INDUSTRIES LTD.
524687,BASANTGL,BASANT AGRO TECH (INDIA) LTD.-$
524703,SANDUPHQ,SANDU PHARMACEUTICALS LTD.
524709,NACLIND,NACL Industries Ltd
524711,VISTAPH,VISTA PHARMACEUTICALS LTD.
524715,SUNPHARMA*,SUN PHARMACEUTICAL INDUSTRIES LTD.
524717,TITANBIO,TITAN BIOTECH LTD.
524723,BIJHANS,BIJOY HANS LTD.
524727,SDL,Span Divergent Ltd-$
524731,JENBURPH,JENBURKT PHARMACEUTICALS LTD.
524735,HIKAL,HIKAL LTD.
524742,CAPPL,CAPLIN POINT LABORATORIES LTD.
524743,FISCHER,FISCHER CHEMIC LTD.
524748,LINKPH,LINK PHARMA CHEM LTD.
524752,DECIPHER,Decipher Labs Ltd
524758,WINTAC,WINTAC LTD.
524764,NUTRA,Nutraplus India Limited
524768,EMMESSA,EMMESSAR BIOTECH & NUTRITION LTD.
524774,NGLFINE,NGL FINE-CHEM LTD.
524790,EVERESTO,EVEREST ORGANICS LTD.
524804,AUROPHARMA,AUROBINDO PHARMA LTD.
524808,PHYTO,PHYTO CHEM (INDIA) LTD.
524816,NATCOPHARM,NATCO PHARMA LTD.
524818,DYNAMIND,DYNAMIC INDUSTRIES LTD.-$
524820,PANAMAPET,PANAMA PETROCHEM LTD.
524824,BALPHARMA,BAL PHARMA LTD.
524828,BDH,BDH INDUSTRIES LTD.
526001,JAUSPOL,JAUSS POLYMERS LTD.
526025,GLOBUSCON,Globus Constructors & Developers Limited
526027,CUBEXTUB,CUBEX TUBINGS LTD.
526043,POLYCHMP,POLYMECHPLAST MACHINES LTD.
526071,STELLANT,STELLANT SECURITIES (INDIA) LTD.
526073,GALXBRG,GALAXY BEARINGS LTD.
526081,SCAGRO,SC Agrotech Ltd
526093,SATHAISPAT,SATHAVAHANA ISPAT LTD.
526095,RALEGRA,RAVILEELA GRANITES LTD.
526113,UNRYLMA,UNIROYAL MARINE EXPORTS LTD.
526115,KARANWO,KARAN WOO-SIN LTD.
526117,SHERVANI,SHERVANI INDUSTRIAL SYNDICATE LTD.
526125,ARHNTTO,ARIHANT TOURNESOL LTD.
526133,SUPERTEX,SUPERTEX INDUSTRIES LTD.
526137,SHETR,SHETRON LTD.
526139,TRABI,TRANSGENE BIOTEK LTD.
526143,MPL,MPL Plastics Limited
526159,NIKHILAD,NIKHIL ADHESIVES LTD.-$
526161,SPENTA,SPENTA INTERNATIONAL LTD.
526169,MULTIBASE,MULTIBASE INDIA LTD.
526173,ANDREWYU,ANDREW YULE & COMPANY LTD.
526179,LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD.
526187,ASHRAM,ASHRAM ONLINE.COM LTD.
526193,ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$
526195,NOGMIND,NEOGEM INDIA LTD.
526211,SURJIND,SURAJ INDUSTRIES LTD.
526217,HITECHCORP,Hitech Corporation Ltd-$
526225,BLOOM,BLOOM DEKOR LTD.-$
526227,FILATEX,FILATEX INDIA LTD.-$
526231,STDSFAC,STANDARD SURFACTANTS LTD.
526235,MERCATOR,MERCATOR LTD.-$
526237,MORGAN,MORGAN VENTURES LTD.
526241,AMRAPLIN,AMRAPALI INDUSTRIES LTD.
526247,PREMEXPLQ,PREMIER EXPLOSIVES LTD.
526251,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.
526263,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.
526269,CRSTCHM,CRESTCHEM LTD.
526299,MPHASIS,MPHASIS LTD.
526301,MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.
526315,DIVSHKT,DIVYASHAKTI GRANITES LTD.
526325,ORIENTLTD,ORIENT PRESS LTD.
526335,SHREYASI,SHREYAS INTERMEDIATES LTD.
526349,PARTIND,Parth Industries Limited
526355,DUROPACK,DUROPACK LTD.
526365,SWARNSAR,Swarnsarita Gems Ltd
526367,GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$
526371,NMDC,NMDC LTD.
526373,CINDHO,CINDRELLA HOTELS LTD.-$
526381,PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$
526397,ALPHAGEO,ALPHAGEO (INDIA) LTD.-$
526407,RPIL,RITESH PROPERTIES & INDUSTRIES LTD.
526409,KKALPANAIND,Kkalpana Industries (India) Ltd
526415,OKPLA,OK PLAY INDIA LTD.
526423,KRITIIND,KRITI INDUSTRIES (INDIA) LTD.-$
526431,WELTI,WELTERMAN INTERNATIONAL LTD.
526433,ASMTEC,ASM TECHNOLOGIES LTD.
526435,PERFEPA,PERFECTPAC LTD.
526441,VISIONCINE,VISION CINEMAS LTD.
526445,INDRANIB,INDRAYANI BIOTECH LTD.
526471,WINSOMBR,WINSOME BREWERIES LTD.
526473,ELEFLOR,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.
526477,SAENTER,SOUTH ASIAN ENTERPRISES LTD.
526479,SKYIND,SKY INDUSTRIES LTD.-$
526481,PHOENXINTL,PHOENIX INTERNATIONAL LTD.
526488,AARVINFRA,AARV Infratel Ltd
526490,PRATIK,PRATIK PANELS LTD.
526492,RISHIROOP,Rishiroop Ltd
526494,PROMACT,Promact Impex Ltd
526500,STRGRENWO,STERLING GREEN WOODS LTD.
526504,DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.
526506,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.
526519,ALPINEHOU,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.
526521,SANGHIIND,SANGHI INDUSTRIES LTD.
526525,WWALUM,Worldwide Aluminium Ltd
526532,SFPIL,Square Four Projects India Limited
526538,MAXIMAA,MAXIMAA SYSTEMS LTD.
526544,SCANPGEOM,SCANPOINT GEOMATICS LTD.
526546,CHOKSILA,CHOKSI LABORATORIES LTD.
526550,CCHHL,Country Club Hospitality & Holidays Ltd
526554,SALGUTI,SALGUTI INDUSTRIES LTD.
526568,LONTE,LONGVIEW TEA COMPANY LTD.
526570,MIDWEST,MIDWEST GOLD LTD.
526574,ENTRINT,ENTERPRISE INTERNATIONAL LTD.
526576,TECHIN,TECHINDIA NIRMAN LIMITED
526582,TPLPLAST,TPL PLASTECH LTD.
526586,WIMPLAST,WIM PLAST LTD.-$
526588,PHOTOQUP,PHOTOQUIP INDIA LTD.
526596,LIBERTSHOE,LIBERTY SHOES LTD.
526604,LIPPISYS,LIPPI SYSTEMS LTD.-$
526608,ELECTHERM,ELECTROTHERM (INDIA) LTD.
526612,BLUEDART,BLUE DART EXPRESS LTD.
526614,EXPOGAS,EXPO GAS CONTAINERS LTD.
526616,NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.
526622,MFLINDIA,MFL INDIA LTD.
526628,AJWAFUN,AJWA FUN WORLD & RESORT LTD.
526638,TEXELIN,TEXEL INDUSTRIES LTD.
526640,RAYALEMA,ROYALE MANOR HOTELS & INDUSTRIES LTD.
526642,MIRZAINT,MIRZA INTERNATIONAL LTD.
526650,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.
526654,THAKDEV,THAKKERS DEVELOPERS LTD.
526662,ARENTERP,RAJDARSHAN INDUSTRIES LTD.
526666,BIL,BHARTIYA INTERNATIONAL LTD.
526668,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.
526683,HOTELRUGBY,HOTEL RUGBY LTD.
526689,FENOPLAS,FENOPLAST LTD.-$
526703,ECOPLAST,ECOPLAST LTD.-$
526705,ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.
526711,ADARSHPL,ADARSH PLANT PROTECT LTD.
526717,GOPALA,GOPALA POLYPLAST LTD.
526721,NICCOPAR,NICCO PARKS & RESORTS LTD.-$
526723,NTCIND,NTC INDUSTRIES LTD.
526725,SANDESH,SANDESH LTD.
526727,GARNET,GARNET CONSTRUCTION LTD.
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.
526731,BRIGHTBR,BRIGHT BROTHERS LTD.-$
526737,CORPOCO,CORPORATE COURIER AND CARGO LTD.
526739,SHAWGELTIN,NARMADA GELATINES LTD.
526747,PGFOILQ,PG FOILS LTD.
526751,GRATEXI,GRATEX INDUSTRIES LTD.
526755,VELHO,VELAN HOTELS LTD.
526761,HOWARHO,HOWARD HOTELS LTD.
526775,VALIANT,VALIANT COMMUNICATIONS LTD.-$
526783,DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.-$
526795,MHSGRMS,MAHASAGAR TRAVELS LTD.
526797,GREENPLY,GREENPLY INDUSTRIES LTD.
526799,UNQTYMI,UNION QUALITY PLASTICS LTD.
526807,SEAMECLTD,SEAMEC LTD.
526813,RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.
526817,CHEVIOT,CHEVIOT CO.LTD.-$
526821,DAICHI,DAI-ICHI KARKARIA LTD.-$
526823,RAJINFRA,Rajeswari Infrastructure Limited
526827,SPICEISL,SPICE ISLANDS APPARELS LTD.-$
526829,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.
526839,SIPL,SHELTER INFRA PROJECTS LTD.-$
526847,ASHSI,ASHIRWAD STEELS & INDUSTRIES LTD.
526849,BANARBEADS,BANARAS BEADS LTD.
526851,AREXMIS,AREX INDUSTRIES LTD.
526853,BI,BILCARE LTD.-$
526859,ISFL,ISF LIMITED
526861,RISHILASE,RISHI LASER LTD.
526871,INTECCAP,INTEC CAPITAL LTD.
526881,63MOONS,63 Moons Technologies Ltd
526885,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$
526887,INDOCRED,INDO CREDIT CAPITAL LTD.
526891,MKTCREAT,MARKET CREATORS LTD.
526899,HFIL,Himalaya Food International Ltd
526901,SONALAD,SONAL ADHESIVES LTD.
526905,PADMAIND,Padmanabh Industries Limited
526921,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.
526931,HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$
526935,MBPARIKH,M.B.PARIKH FINSTOCKS LTD.
526945,TYROON,TYROON TEA CO.LTD.
526947,LAOPALA,LA OPALA RG LTD.
526951,STYLAMIND,Stylam Industries Limited
526953,VENUSREM,VENUS REMEDIES LTD.
526957,UDL,Uniply Decor Ltd
526959,WOODSVILA,WOODSVILLA LTD.
526961,TRANSFIN,TRANS FINANCIAL RESOURCES LTD.
526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.
526967,HEERAISP,HEERA ISPAT LTD.
526971,DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.
526977,CRIMSON,Crimson Metal Engineering Company Ltd
526981,SHBAJRG,Shri Bajrang Alliance Ltd
526983,ASHOKRE,ASHOKA REFINERIES LTD.
526987,URJAGLOBA,URJA GLOBAL LTD.
527001,ASHAPURMIN,ASHAPURA MINECHEM LTD.
527005,SHREEPAC,SHREE PACETRONIX LTD.
530001,GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.
530005,INDIACEM,INDIA CEMENTS LTD.
530007,JKTYRE,JK TYRE & INDUSTRIES LTD.
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.
530017,SIL,STANDARD INDUSTRIES LTD.
530019,JUBILANT,JUBILANT LIFE SCIENCES LIMITED
530023,THEINVEST,The Investment Trust Of India Ltd
530025,SAMYAKINT,SAMYAK INTERNATIONAL LTD.
530035,SANTOSHF,SANTOSH FINE-FAB LTD.
530037,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.
530043,ACKNIT,ACKNIT INDUSTRIES LTD.
530045,TITANSEC,TITAN SECURITIES LTD.
530047,MOHOTAIND,Mohota Industries Ltd
530053,REALECO,Real Eco-Energy Ltd
530055,HRMNYCP,HARMONY CAPITAL SERVICES LTD.
530057,VIVANZA,Vivanza Biosciences Ltd
530063,YASHRAJC,YASHRAJ CONTAINEURS LTD.
530065,LORDSHOTL,Lords Ishwar Hotels Limited
530067,CSLFINANCE,CSL Finance Ltd
530073,SANGHVIMOV,SANGHVI MOVERS LTD.
530075,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$
530077,FRSHTRP,FRESHTROP FRUITS LTD.
530079,FAZE3Q,FAZE THREE LTD.-$
530095,PRADHIN,Pradhin Ltd
530109,ANUPAM,Anupam Finserv Ltd
530111,RAJPACK,RAJ PACKAGING INDUSTRIES LTD.
530117,FAIRCHEM,Fairchem Speciality Ltd
530119,NATRAJPR,NATRAJ PROTEINS LTD.
530125,SAMRATPH,SAMRAT PHARMACHEM LTD.-$
530127,NPRFIN,NPR FINANCE LTD.
530129,NILE,NILE LTD.
530131,UDAICEMENT,UDAIPUR CEMENT WORKS LTD.
530133,AMCOIND,AMCO INDIA LTD.-$
530135,OPTIEMUS,Optiemus Infracom Ltd
530139,KREONFIN,KREON FINNANCIAL SERVICES LTD.
530141,GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.
530145,KISAN,KISAN MOULDINGS LTD.-$
530149,KSLIND,KSL AND INDUSTRIES LTD.-$
530151,VIJAYTX,VIJAY TEXTILES LTD.
530161,GARODCH,GARODIA CHEMICALS LTD.
530163,KERALAYUR,KERALA AYURVEDA LTD.
530167,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.
530169,MOHITPPR,MOHIT PAPER MILLS LTD.
530171,DAULAT,DAULAT SECURITIES LTD.
530173,OSCARGLO,OSCAR GLOBAL LTD.
530175,ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$
530177,SPSINT,SPS INTERNATIONAL LTD.
530179,RSCINT,RSC INTERNATIONAL LTD.
530185,SURATEX,SURAT TEXTILE MILLS LTD.
530187,ATHARVENT,ATHARV ENTERPRISES LTD.
530191,CHROMATIC,CHROMATIC INDIA LTD.
530197,FUNDVISER,Fundviser Capital (India) Ltd
530199,THEMISMED,THEMIS MEDICARE LTD.
530201,KALLAM,Kallam Textiles Ltd-$
530207,BRAWN,BRAWN BIOTECH LTD.
530213,FORINTL,FORTUNE INTERNATIONAL LTD.
530215,KINGSINFR,Kings Infra Ventures Limited
530219,NUTRICIRCLE,Nutricircle Ltd
530231,SUBSM,SUBHASH SILK MILLS LTD.
530233,AUROLAB,AURO LABORATORIES LTD.
530235,KJMCFIN,KJMC FINANCIAL SERVICES LTD.
530239,SUVEN,SUVEN LIFE SCIENCES LTD.
530245,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.
530249,BRIDGESE,BRIDGE SECURITIES LTD.
530253,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.
530255,KAYPOWR,KAY POWER AND PAPER LTD.
530259,INTSTOIL,INTER STATE OIL CARRIER LTD.
530263,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.
530265,SAINIK,SAINIK FINANCE & INDUSTRIES LTD.
530267,SABOOBR,SABOO BROTHERS LTD.
530271,RICHUNV,RICH UNIVERSE NETWORK LTD.
530281,QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.
530289,SPCAPIT,SP CAPITAL FINANCING LTD.
530291,PAOS,Paos Industries Ltd
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.
530305,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.
530307,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$
530309,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$
530313,KIMIABL,Kimia Biosciences Ltd
530315,HINDTIN,HINDUSTAN TIN WORKS LTD.-$
530317,GODAVARI,GODAVARI DRUGS LTD.
530331,PREMCO,PREMCO GLOBAL LTD.-$
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.
530343,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$
530355,ASIANOI,ASIAN OILFIELD SERVICES LTD.
530357,KBSINDIA,KBS INDIA LIMITED
530361,SEAGOLD,SEA GOLD AQUA FARMS LTD.
530363,UGARSUGAR,UGAR SUGAR WORKS LTD.-$
530365,ORIENTBELL,ORIENT BELL LIMITED-$
530367,NRBBEARING,NRB BEARINGS LTD.
530369,VAMSHIRU,VAMSHI RUBBER LTD.
530377,NILA,NILA INFRASTRUCTURES LTD.
530393,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.
530401,VINYOFL,VINYOFLEX LTD.
530403,VALLABH,VALLABH POLY-PLAST INTERNATIONAL LTD.
530405,JINDCAP,JINDAL CAPITAL LTD.
530407,EPIC,EPIC ENERGY LTD.-$
530419,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.
530421,KUWERIN,KUWER INDUSTRIES LTD.
530427,CHOKSI,CHOKSI IMAGING LTD.
530429,ASHISHPO,ASHISH POLYPLAST LTD.
530431,ADORFO,ADOR FONTECH LTD.-$
530433,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.
530439,SIDDHA,SIDDHA VENTURES LTD.
530441,MAHAN,MAHANIVESH (INDIA) LTD.
530443,KIRANSY-B,KIRAN SYNTEX LTD.
530445,SUMERUIND,SUMERU INDUSTRIES LTD.
530449,RUNGTAIR,RUNGTA IRRIGATION LTD.
530457,CINERAD,CINERAD COMMUNICATIONS LTD.
530459,VALSONQ,VALSON INDUSTRIES LTD.-$
530461,SABOOSOD,SABOO SODIUM CHLORO LTD.
530469,GSLSEC,GSL SECURITIES LTD.
530475,TINNARUBR,Tinna Rubber and Infrastructure Limited
530477,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.
530499,AKCAPIT,A.K.CAPITAL SERVICES LTD.
530517,RELAXO,RELAXO FOOTWEARS LTD.-$
530521,VIRAT,VIRAT INDUSTRIES LTD.
530525,SHEETAL,SHEETAL DIAMONDS LTD.
530533,TERAI,TERAI TEA CO.LTD.
530537,MANRAJH,MANRAJ HOUSING FINANCE LTD.
530543,MARG,MARG LTD.
530545,COSCO,COSCO (INDIA) LTD.-$
530549,SHILPAMED,SHILPA MEDICARE LTD.
530555,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$
530557,NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.
530565,SSLFINANCE,ARCHANA SOFTWARE LTD.
530571,EXPLICITFIN,EXPLICIT FINANCE LTD.
530577,LADDERUP,LADDERUP FINANCE LTD.
530579,UYFINCORP,U. Y. Fincorp Ltd
530581,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.
530585,SWASTIKA,SWASTIKA INVESTMART LTD.
530589,PRIMAPLA,PRIMA PLASTICS LTD.
530595,TELECANOR,TELECANOR GLOBAL LTD.
530601,JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.
530609,CARNATIN,CARNATION INDUSTRIES LTD.
530611,STURDY,STURDY INDUSTRIES LTD.
530615,GARGFUR,GARG FURNACE LTD.
530621,AAIL,Akar Auto Industries Ltd
530627,VIPULORG,Vipul Organics Ltd
530643,ECORECO,ECO RECYCLING LTD.
530655,GOODLUCK,Goodluck India Ltd
530663,GOYALASS,GOYAL ASSOCIATES LTD.
530665,ZENITHHE,ZENITH HEALTH CARE LTD.
530669,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.
530675,YORKEXP,YORK EXPORTS LTD.
530677,SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.
530683,PITHP,PITHAMPUR POLY PRODUCTS LTD.
530689,LYKISLTD,Lykis Limited
530695,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$
530697,ZENLABS,Zenlabs Ethica Ltd
530705,FLORATX,FLORA TEXTILES LTD.
530709,GOWRALE,GOWRA LEASING & FINANCE LTD.
530711,JAGANLAM,JAGAN LAMPS LTD.
530713,AJEL,AJEL LTD.
530715,ALPSINDUS,ALPS INDUSTRIES LTD.
530723,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.
530733,NOVAPUB,Nova Publications India Ltd
530735,SUPERBAK,SUPER BAKERS (INDIA) LTD.
530741,OVOBELE,OVOBEL FOODS LTD.
530747,INDOASIAF,INDO ASIAN FINANCE LTD.
530755,CORNE,CORAL NEWSPRINTS LTD.
530759,STERTOOLS,STERLING TOOLS LTD.-$
530765,DEVKI,DEVKI LEASING & FINANCE LTD.
530771,KLGCAP,KLG CAPITAL SERVICES LTD.
530777,INFRAIND,INFRA INDUSTRIES LTD.
530779,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.
530783,TRANSASIA,TRANS ASIA CORPORATION LTD.
530787,INLANPR,INLAND PRINTERS LTD.
530789,CEEJAY,CEEJAY FINANCE LTD.
530795,SUNCITYSY,SUNCITY SYNTHETICS LTD.
530797,SHGANEL,SHREE GANESH ELASTOPLAST LTD.
530799,ANNAINFRA,ANNA INFRASTRUCTURES LTD.
530803,BHAGIL,Bhageria Industries Ltd
530805,OIVL,Onesource Ideas Venture Ltd
530807,REGALIAA,REGALIAA REALTY LTD.
530809,BNRUDY,BNR UDYOG LTD.
530813,KRBL,KRBL LTD.
530815,REFNOL,REFNOL RESINS & CHEMICALS LTD.
530821,SSPDL,SSPDL LTD.-$
530825,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.
530829,CILSEC,CIL SECURITIES LTD.
530839,CLIOINFO,CLIO INFOTECH LTD.
530841,SHRIBCL,Shri Bholanath Carpets Ltd
530843,CUPID,CUPID LTD.-$
530845,SUNSHIEL,SUNSHIELD CHEMICALS LTD.
530853,HIPOLIN,HIPOLIN LTD.
530855,GDLLEAS,GDL LEASING & FINANCE LTD.
530859,COSBOARD,COSBOARD INDUSTRIES LTD.
530871,CHEMBOND,CHEMBOND CHEMICALS LTD.-$
530879,CIFL,Capital India Finance Ltd
